"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5682,9810,8517,13982,457
"GM",1000,47127,41988,10669,1319
"Tolerant",1260,47345,35292,4994,639
"Vulnerable",1371,10773,3286,60711,1315
"Unclassified",667,1909,1819,3284,110500
