"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1338,395,17,406
"GM",37768,99858,459,10873
"Tolerant",81288,9973,327,7180
"Vulnerable",1726,1971,2098,18289
"Unclassified",8715,11690,2541,40727
