"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",585,1008,471,85,687
"GM",2197,42989,89816,544,3526
"Tolerant",1771,116348,12749,279,3407
"Vulnerable",35,738,350,1677,2561
"Unclassified",77,3986,1672,4560,45521
