"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7016,21394,1886,7404
"GM",0,2,0,0
"Tolerant",20017,26029,6041,10700
"Vulnerable",1252,2856,107661,89502
"Unclassified",3591,7499,87949,311357
