"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4618,0,20831,2244,11579
"GM",1,0,0,0,2
"Tolerant",25506,2,23492,9026,15743
"Vulnerable",1393,0,4500,101246,126057
"Unclassified",6182,0,13964,88755,257015
