"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",36065,134261,16648,18756
"Tolerant",121643,195247,187083,30547
"Vulnerable",31244,164297,123611,4434
"Unclassified",21381,26440,20886,155823
