"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,0,0,9
"GM",40392,780129,1595,11374
"Tolerant",807184,158172,2612,15856
"Vulnerable",1582,4031,8288,4693
"Unclassified",46641,73321,10982,52596
