"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",653,5246,1630,319,1221
"GM",24,102702,69404,3970,3978
"Tolerant",7,67474,26108,1253,2760
"Vulnerable",63,1831,1619,106069,21217
"Unclassified",444,7043,4519,24409,233981
