"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5451,71002,2715,1747
"Tolerant",72267,483578,242618,26011
"Vulnerable",3070,235739,123425,40911
"Unclassified",9876,47486,109243,391735
