"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,2,216
"GM",0,0,4,42
"Tolerant",1,8,78,440
"Vulnerable",3,5,1443,4633
"Unclassified",18,134,4566,28791
