"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,6,126
"GM",0,0,0,2
"Tolerant",1,1,29,336
"Vulnerable",0,1,574,916
"Unclassified",3,35,3301,35055
