"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",83354,38642,6138,41,1624
"GM",33083,676168,174583,24,3697
"Tolerant",16031,216664,55903,1,809
"Vulnerable",108,69,24,0,7
"Unclassified",11237,7813,1316,89,64903
