"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",250,176,6,626
"GM",59,15,0,4
"Tolerant",3114,1041,164,1219
"Vulnerable",811,157,6009,9393
"Unclassified",3050,609,9030,86168
