"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,8
"GM",1,138,0,28
"Tolerant",25,1192,17,499
"Vulnerable",1,258,90,236
"Unclassified",59,4093,5718,189228
