"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",324,2040,781,182,298
"GM",769,107490,134704,3065,1373
"Tolerant",522,142466,9928,2342,573
"Vulnerable",224,2659,1497,318,78
"Unclassified",447,1701,608,93,62023
