"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",26,39,140,5,434
"GM",46,20860,220675,3473,21903
"Tolerant",34,265659,112586,4126,28940
"Vulnerable",1,1904,8910,28958,9689
"Unclassified",234,16205,34511,7984,148275
