"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,1020,669,390,778
"GM",14,21543,57852,683,1709
"Tolerant",11,58322,7244,344,2056
"Vulnerable",11,749,465,8044,1103
"Unclassified",10,2359,2264,860,51482
