"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",45538,18267,48520,41,3526
"GM",14752,81996,42994,366,3225
"Tolerant",29154,53183,164523,60,2389
"Vulnerable",107,366,457,19,228
"Unclassified",1948,2523,2770,232,207786
