"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",962,57,1439,7076,3688
"GM",188,184,3096,1309,730
"Tolerant",2134,2031,59980,20511,14514
"Vulnerable",7186,414,22876,226138,38906
"Unclassified",3787,520,5676,29016,56051
