"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,4,0,3
"GM",17728,565509,1153,10175
"Tolerant",524536,256044,1740,14729
"Vulnerable",728,3868,7640,18337
"Unclassified",8742,26913,4614,68741
