"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1740,112544,253,1439
"Tolerant",123722,247137,115854,9869
"Vulnerable",451,110906,12532,3095
"Unclassified",5084,31297,22080,200182
