"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",53661,7562,1355,5766,4977
"GM",15225,55368,2573,31007,1986
"Tolerant",2823,2424,682,3006,506
"Vulnerable",9399,32910,2760,20521,2781
"Unclassified",12395,1409,482,3190,67670
