"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",490,516,1038,6098
"Tolerant",1817,24975,24953,12667
"Vulnerable",1563,22229,190603,60939
"Unclassified",7377,13682,63593,196420
