"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,17,31,13,421
"GM",57,971,1145,77,1926
"Tolerant",16,1627,1392,102,1156
"Vulnerable",2,42,104,3166,4571
"Unclassified",363,1304,1185,8175,67349
