"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",100,26,232,207
"GM",2,2,1,2
"Tolerant",121,83,61,136
"Vulnerable",493,95,19158,2636
"Unclassified",80,23,760,61214
