"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",102,0,0,5,0
"GM",2,0,112,0,0
"Tolerant",48,32,2677,469,42
"Vulnerable",34,0,331,72245,1010
"Unclassified",6,0,66,5949,47611
