"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",776,187,2347,1813,2555
"GM",107,1892,10828,1170,1224
"Tolerant",1312,9749,91791,32331,17565
"Vulnerable",1876,1906,38603,130524,46711
"Unclassified",3600,1548,23049,55744,106691
