"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2077,36771,1721,7140
"Tolerant",40425,122371,6940,29543
"Vulnerable",1683,10626,112835,105957
"Unclassified",7120,23652,58330,601650
