"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,2,0,5
"GM",125,164126,110659,421,33105
"Tolerant",26,124352,21618,158,15527
"Vulnerable",0,69,81,799,2090
"Unclassified",140,28250,13129,5120,187391
