"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",24,60,367,119,144
"GM",7,613,3691,977,1264
"Tolerant",160,4219,10490,3260,6356
"Vulnerable",16,498,3025,36063,23048
"Unclassified",132,1534,7428,37968,110055
