"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1841,54,59068,837,4768
"GM",763,3384,25526,2137,3479
"Tolerant",49138,21659,564501,88198,92218
"Vulnerable",6522,2702,128274,143478,213254
"Unclassified",10144,7786,167881,146432,370191
