"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,5,54,0,19
"GM",0,15497,345351,919,10300
"Tolerant",6,325529,793879,2530,38158
"Vulnerable",0,137,1266,5690,4238
"Unclassified",8,8823,24304,7960,175245
