"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,4,3,45
"GM",32843,671992,2077,8497
"Tolerant",672077,374546,2909,16647
"Vulnerable",886,3970,7200,3842
"Unclassified",26985,53860,6937,28864
