"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6902,129151,6900,852
"Tolerant",124434,226979,84499,7457
"Vulnerable",4659,42746,558284,82991
"Unclassified",423,13746,123783,466977
