"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,160,247,6,132
"GM",47,42336,317354,767,5998
"Tolerant",51,337607,85765,1501,8625
"Vulnerable",11,1146,2114,9658,2971
"Unclassified",252,10122,9805,9049,75289
