"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",15745,4694,4859,32263
"GM",0,0,0,3
"Tolerant",1410,3253,2984,4315
"Vulnerable",2909,3084,83107,31811
"Unclassified",3448,1764,14891,129866
