"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",18861,20698,4025,44323
"Tolerant",22894,6771,8304,12954
"Vulnerable",2340,2146,74002,52068
"Unclassified",17756,15942,333094,1384654
