"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",41011,23076,8253,9174
"GM",2,79,5,0
"Tolerant",22165,10918,9752,2492
"Vulnerable",6070,7746,369924,111706
"Unclassified",1892,3890,113085,1279592
