"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,2,0,2
"GM",12584,410279,955,22468
"Tolerant",354333,286773,4245,47897
"Vulnerable",1239,3214,9589,6417
"Unclassified",18880,34497,31866,43432
