"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,1,0,0
"GM",12787,373815,940,10114
"Tolerant",400300,258997,3758,20615
"Vulnerable",1068,4086,20971,6856
"Unclassified",14023,25259,15047,120035
