"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",104,592,1044,272,4356
"GM",354,186349,1059936,21107,71589
"Tolerant",463,996864,563913,25619,68528
"Vulnerable",172,22165,66945,349144,224551
"Unclassified",1227,43934,114365,119258,397860
