"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,1,1
"GM",1268,1706,274,1727
"Tolerant",783,360,74,359
"Vulnerable",325,358,7529,21702
"Unclassified",1444,1108,14515,45835
