"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,5,10
"GM",479,265,253,1977
"Tolerant",533,371,195,1941
"Vulnerable",133,162,4823,20754
"Unclassified",710,779,17040,48940
