"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,105,89,98,4
"GM",2,30557,49878,2543,5443
"Tolerant",0,57254,6182,1039,4101
"Vulnerable",0,2761,902,25218,22126
"Unclassified",0,5582,2859,19735,84509
