"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,11,1
"GM",9007,42160,775,4491
"Tolerant",49427,13312,915,6359
"Vulnerable",712,786,14414,18135
"Unclassified",10862,10580,14186,124851
