"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,6,21,92
"GM",12132,44450,1088,7435
"Tolerant",41816,5506,1383,6570
"Vulnerable",2925,3871,24049,49925
"Unclassified",5793,7421,30516,75981
