"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",72417,4,784330,6555,42035
"Tolerant",616202,105,142886,32510,31868
"Vulnerable",7121,7,39344,201840,136911
"Unclassified",56433,15,104588,127293,1229493
