"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",146598,601637,6497,83716
"Tolerant",665413,129596,34161,129104
"Vulnerable",5854,22605,186908,117241
"Unclassified",87476,69733,157657,1187761
