"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8856,16,2313,6426,47700
"GM",12,5,1414,69,100
"Tolerant",3909,1586,88764,14742,32376
"Vulnerable",5415,26,16036,177815,163504
"Unclassified",5663,33,6013,21055,163376
