"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",334,182,213,57,1264
"GM",25,30771,486786,1842,6119
"Tolerant",166,506389,373323,6368,19865
"Vulnerable",6,1180,6194,24560,11252
"Unclassified",556,21992,22843,17643,82745
