"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",25,9,1,2
"GM",24284,405660,549,4950
"Tolerant",420534,461575,2301,11029
"Vulnerable",493,2064,12702,7729
"Unclassified",6986,20360,9292,69058
