"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,294,481,91,805
"GM",39,35347,248530,710,9306
"Tolerant",80,295675,289250,4525,21952
"Vulnerable",17,1489,3823,6844,6532
"Unclassified",478,23364,31818,7446,68146
