"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1115,8951,415,3534
"Tolerant",7941,6484,951,4750
"Vulnerable",682,2079,173442,94981
"Unclassified",2069,4243,34889,215685
