"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",2372,2377,192,2209
"Tolerant",4750,2106,557,2688
"Vulnerable",330,375,1851,15971
"Unclassified",3971,3461,5384,195879
