"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",29,381,412,611
"GM",8,51,56,283
"Tolerant",4,32,350,1220
"Vulnerable",18,86,992,1432
"Unclassified",6,329,691,33702
