"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,11,2,5
"GM",56732,660881,1986,3409
"Tolerant",668069,297390,2288,6690
"Vulnerable",4413,19020,1983,697
"Unclassified",6847,15027,1772,52278
