"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",289,272,2777,803,47
"GM",404,23145,133223,13765,4085
"Tolerant",3288,129721,607703,487538,26085
"Vulnerable",1123,38199,526742,58594,23932
"Unclassified",193,1328,10159,27524,159200
