"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",364,83,1455,2160,228
"GM",5,264,3571,673,32
"Tolerant",152,6857,112674,18248,740
"Vulnerable",207,403,17552,289049,1792
"Unclassified",186,514,2717,3787,150415
