"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3639,65038,1556,13684
"Tolerant",51194,283931,44539,28082
"Vulnerable",1319,47711,80601,39971
"Unclassified",10483,51419,37231,250844
