"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,1,10
"GM",0,1,2,14
"Tolerant",116,3858,6648,8270
"Vulnerable",78,1751,45499,8671
"Unclassified",35,1749,22635,63814
