"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,61,168,6,10
"GM",5,62909,269473,1538,937
"Tolerant",0,275433,39418,414,262
"Vulnerable",0,286,468,807,828
"Unclassified",0,631,2037,1303,20667
