"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",58,657,2275,2377
"Tolerant",598,53214,37150,4424
"Vulnerable",597,38290,272396,31685
"Unclassified",1759,9799,33485,79664
