"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",56687,355329,85,6357
"Tolerant",418261,192317,358,8283
"Vulnerable",107,545,1203,1608
"Unclassified",5824,11489,1513,48948
