"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,10,0,22
"GM",142,175,12,396
"Tolerant",87,154,14,67
"Vulnerable",7,15,1933,4298
"Unclassified",52,46,1509,8359
